count,date,cage,predatortreatment,warmingtreatment,sticky_wingless,sticky_winged,sentinel_wingless,sentinel_winged,focal_wingless,focal_winged,ladybug_total,net_winged
1,2025-07-17,UN7,nopredator,unwarmed,0,0,0,0,237,2,2,NA
1,2025-07-17,UN8,nopredator,unwarmed,0,0,0,0,50,0,2,NA
1,2025-07-17,UN9,nopredator,unwarmed,0,0,2,0,340,7,2,NA
1,2025-07-17,UN10,nopredator,unwarmed,0,0,0,0,271,2,2,NA
2,2025-07-21,WP1,predator,warmed,0,0,0,0,1320,11,2,NA
2,2025-07-21,WP2,predator,warmed,0,0,2,0,510,7,2,NA
2,2025-07-21,WP3,predator,warmed,0,0,0,0,990,5,2,NA
2,2025-07-21,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,2,NA
2,2025-07-21,WP5,predator,warmed,0,0,2,0,230,2,2,NA
2,2025-07-21,WP6,predator,warmed,0,0,0,0,430,9,2,NA
2,2025-07-21,WP7,predator,warmed,0,0,2,0,810,0,2,NA
2,2025-07-21,WP8,predator,warmed,0,0,6,0,650,4,2,NA
2,2025-07-21,WP9,predator,warmed,0,0,5,0,460,4,2,NA
2,2025-07-21,WP10,predator,warmed,0,0,1,0,235,0,2,NA
2,2025-07-21,WN1,nopredator,warmed,0,0,8,0,1100,6,2,NA
2,2025-07-21,WN2,nopredator,warmed,0,0,0,0,1450,6,2,NA
2,2025-07-21,WN3,nopredator,warmed,0,0,0,0,26,0,2,NA
2,2025-07-21,WN4,nopredator,warmed,0,0,0,0,890,10,2,NA
2,2025-07-21,WN5,nopredator,warmed,0,0,4,0,605,0,2,NA
2,2025-07-21,WN6,nopredator,warmed,0,0,0,0,680,5,2,NA
2,2025-07-21,WN7,nopredator,warmed,0,0,0,0,720,8,2,NA
2,2025-07-21,WN8,nopredator,warmed,0,0,0,0,620,2,2,NA
2,2025-07-21,WN9,nopredator,warmed,0,0,0,0,200,4,2,NA
2,2025-07-21,WN10,nopredator,warmed,0,0,0,0,310,3,2,NA
2,2025-07-21,UP1,predator,unwarmed,0,0,6,0,66,0,2,NA
2,2025-07-21,UP2,predator,unwarmed,0,0,1,1,1788,13,2,NA
2,2025-07-21,UP3,predator,unwarmed,0,0,0,0,440,1,2,NA
2,2025-07-21,UP4,predator,unwarmed,0,0,0,0,820,3,2,NA
2,2025-07-21,UP5,predator,unwarmed,0,0,0,0,530,3,2,NA
2,2025-07-21,UP6,predator,unwarmed,0,0,0,0,670,9,2,NA
2,2025-07-21,UP7,predator,unwarmed,0,0,1,0,91,2,2,NA
2,2025-07-21,UP8,predator,unwarmed,0,0,0,0,230,3,2,NA
2,2025-07-21,UP9,predator,unwarmed,0,0,0,0,70,0,2,NA
2,2025-07-21,UP10,predator,unwarmed,0,0,0,0,560,5,2,NA
2,2025-07-21,UN1,nopredator,unwarmed,0,0,0,0,950,0,2,NA
2,2025-07-21,UN2,nopredator,unwarmed,0,0,8,1,960,8,2,NA
2,2025-07-21,UN3,nopredator,unwarmed,0,0,2,0,145,2,2,NA
2,2025-07-21,UN4,nopredator,unwarmed,0,0,4,0,880,3,2,NA
2,2025-07-21,UN5,nopredator,unwarmed,0,0,0,0,470,0,2,NA
2,2025-07-21,UN6,nopredator,unwarmed,0,0,0,0,1125,8,2,NA
2,2025-07-21,UN7,nopredator,unwarmed,0,0,0,0,320,5,2,NA
2,2025-07-21,UN8,nopredator,unwarmed,0,0,0,0,23,0,2,NA
2,2025-07-21,UN9,nopredator,unwarmed,0,0,0,0,880,7,2,NA
2,2025-07-21,UN10,nopredator,unwarmed,0,0,0,0,575,9,2,NA
3,2025-07-24,WP1,predator,warmed,0,1,0,0,138,1,4,NA
3,2025-07-24,WP2,predator,warmed,0,1,5,0,2250,19,4,NA
3,2025-07-24,WP3,predator,warmed,0,0,1,1,2010,6,4,NA
3,2025-07-24,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,4,NA
3,2025-07-24,WP5,predator,warmed,0,0,4,0,505,6,4,NA
3,2025-07-24,WP6,predator,warmed,0,1,4,1,2380,22,4,NA
3,2025-07-24,WP7,predator,warmed,0,0,4,0,1480,8,4,NA
3,2025-07-24,WP8,predator,warmed,0,0,2,0,1610,17,4,NA
3,2025-07-24,WP9,predator,warmed,0,0,3,0,2580,22,4,NA
3,2025-07-24,WP10,predator,warmed,0,0,1,0,610,1,4,NA
3,2025-07-24,WN1,nopredator,warmed,0,0,11,0,3780,5,4,NA
3,2025-07-24,WN2,nopredator,warmed,0,0,1,0,3100,16,4,NA
3,2025-07-24,WN3,nopredator,warmed,0,0,0,0,5,0,4,NA
3,2025-07-24,WN4,nopredator,warmed,0,0,0,0,1630,32,4,NA
3,2025-07-24,WN5,nopredator,warmed,0,0,0,1,1350,6,4,NA
3,2025-07-24,WN6,nopredator,warmed,0,0,0,0,1540,9,4,NA
3,2025-07-24,WN7,nopredator,warmed,0,1,0,0,1010,2,4,NA
3,2025-07-24,WN8,nopredator,warmed,0,0,1,0,650,6,4,NA
3,2025-07-24,WN9,nopredator,warmed,0,0,0,0,305,2,4,NA
3,2025-07-24,WN10,nopredator,warmed,0,0,0,0,1490,14,4,NA
3,2025-07-24,UP1,predator,unwarmed,0,1,0,0,138,1,4,NA
3,2025-07-24,UP2,predator,unwarmed,NA,NA,NA,NA,NA,NA,4,NA
3,2025-07-24,UP3,predator,unwarmed,0,0,0,0,370,3,4,NA
3,2025-07-24,UP4,predator,unwarmed,0,0,0,0,1020,5,4,NA
3,2025-07-24,UP5,predator,unwarmed,0,1,0,0,1390,16,4,NA
3,2025-07-24,UP6,predator,unwarmed,0,0,4,0,970,3,4,NA
3,2025-07-24,UP7,predator,unwarmed,0,0,0,0,102,3,4,NA
3,2025-07-24,UP8,predator,unwarmed,0,0,0,0,680,1,4,NA
3,2025-07-24,UP9,predator,unwarmed,0,0,0,0,315,2,4,NA
3,2025-07-24,UP10,predator,unwarmed,0,0,2,0,1760,5,4,NA
3,2025-07-24,UN1,nopredator,unwarmed,0,0,1,0,4850,4,4,NA
3,2025-07-24,UN2,nopredator,unwarmed,0,0,2,8,3740,27,4,NA
3,2025-07-24,UN3,nopredator,unwarmed,0,0,0,0,240,0,4,NA
3,2025-07-24,UN4,nopredator,unwarmed,0,0,1,0,1700,12,4,NA
3,2025-07-24,UN5,nopredator,unwarmed,0,0,0,0,810,6,4,NA
3,2025-07-24,UN6,nopredator,unwarmed,0,0,2,0,1660,5,4,NA
3,2025-07-24,UN7,nopredator,unwarmed,0,0,1,0,2240,13,4,NA
3,2025-07-24,UN8,nopredator,unwarmed,0,0,2,0,245,0,4,NA
3,2025-07-24,UN9,nopredator,unwarmed,0,0,2,0,1640,4,4,NA
3,2025-07-24,UN10,nopredator,unwarmed,0,0,0,0,2050,46,4,NA
4,2025-07-28,WP1,predator,warmed,6,0,23,64,10030,150,6,NA
4,2025-07-28,WP2,predator,warmed,0,6,41,9,7490,96,6,NA
4,2025-07-28,WP3,predator,warmed,0,1,13,13,8310,79,6,NA
4,2025-07-28,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,6,NA
4,2025-07-28,WP5,predator,warmed,0,0,1,4,2180,8,6,NA
4,2025-07-28,WP6,predator,warmed,0,0,0,0,4960,94,6,NA
4,2025-07-28,WP7,predator,warmed,0,0,210,0,4460,38,6,NA
4,2025-07-28,WP8,predator,warmed,0,0,3,0,3150,11,6,NA
4,2025-07-28,WP9,predator,warmed,0,2,6,0,1950,47,6,NA
4,2025-07-28,WP10,predator,warmed,0,0,0,0,1170,8,6,NA
4,2025-07-28,WN1,nopredator,warmed,0,0,110,19,10980,189,6,NA
4,2025-07-28,WN2,nopredator,warmed,0,8,11,7,12280,211,6,NA
4,2025-07-28,WN3,nopredator,warmed,NA,NA,NA,NA,NA,NA,6,NA
4,2025-07-28,WN4,nopredator,warmed,2,0,0,0,5780,239,6,NA
4,2025-07-28,WN5,nopredator,warmed,0,0,7,2,8640,27,6,NA
4,2025-07-28,WN6,nopredator,warmed,0,0,3,0,6230,18,6,NA
4,2025-07-28,WN7,nopredator,warmed,0,0,7,0,5340,32,6,NA
4,2025-07-28,WN8,nopredator,warmed,0,0,7,0,2190,28,6,NA
4,2025-07-28,WN9,nopredator,warmed,NA,NA,NA,NA,NA,NA,6,NA
4,2025-07-28,WN10,nopredator,warmed,0,0,1,0,5680,53,6,NA
4,2025-07-28,UP1,predator,unwarmed,0,0,0,0,860,2,6,NA
4,2025-07-28,UP2,predator,unwarmed,NA,NA,NA,NA,NA,NA,6,NA
4,2025-07-28,UP3,predator,unwarmed,0,1,0,0,2940,8,6,NA
4,2025-07-28,UP4,predator,unwarmed,0,16,6,2,10360,125,6,NA
4,2025-07-28,UP5,predator,unwarmed,0,1,0,0,7080,88,6,NA
4,2025-07-28,UP6,predator,unwarmed,0,0,3,0,6690,26,6,NA
4,2025-07-28,UP7,predator,unwarmed,NA,NA,NA,NA,NA,NA,6,NA
4,2025-07-28,UP8,predator,unwarmed,0,0,0,0,2880,15,6,NA
4,2025-07-28,UP9,predator,unwarmed,0,0,0,1,1170,6,6,NA
4,2025-07-28,UP10,predator,unwarmed,0,0,5,0,4520,34,6,NA
4,2025-07-28,UN1,nopredator,unwarmed,0,0,43,1,12670,68,6,NA
4,2025-07-28,UN2,nopredator,unwarmed,0,34,14,27,14060,207,6,NA
4,2025-07-28,UN3,nopredator,unwarmed,1,3,2,0,4820,27,6,NA
4,2025-07-28,UN4,nopredator,unwarmed,0,1,3,13,11250,112,6,NA
4,2025-07-28,UN5,nopredator,unwarmed,0,0,0,0,3130,37,6,NA
4,2025-07-28,UN6,nopredator,unwarmed,0,0,5,0,17890,72,6,NA
4,2025-07-28,UN7,nopredator,unwarmed,0,1,5,0,6320,47,6,NA
4,2025-07-28,UN8,nopredator,unwarmed,0,0,1,0,520,2,6,NA
4,2025-07-28,UN9,nopredator,unwarmed,0,0,125,0,2320,53,6,NA
4,2025-07-28,UN10,nopredator,unwarmed,0,0,16,6,8680,137,6,NA
5,2025-07-31,WP1,predator,warmed,0,68,47,140,10345,460,8,300
5,2025-07-31,WP2,predator,warmed,0,12,214,53,11560,294,8,
5,2025-07-31,WP3,predator,warmed,0,6,240,130,23160,100,8,6
5,2025-07-31,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,8,
5,2025-07-31,WP5,predator,warmed,1,0,9,18,2680,94,8,0
5,2025-07-31,WP6,predator,warmed,0,11,32,24,12020,330,8,0
5,2025-07-31,WP7,predator,warmed,1,25,150,75,12660,750,8,200
5,2025-07-31,WP8,predator,warmed,0,1,10,0,7280,7,8,170
5,2025-07-31,WP9,predator,warmed,1,6,89,20,15760,390,8,70
5,2025-07-31,WP10,predator,warmed,1,2,49,34,10360,130,8,20
5,2025-07-31,WN1,nopredator,warmed,0,15,277,32,24420,538,8,0
5,2025-07-31,WN2,nopredator,warmed,5,40,62,12,23850,430,8,100
5,2025-07-31,WN3,nopredator,warmed,NA,NA,NA,NA,NA,NA,8,NA
5,2025-07-31,WN4,nopredator,warmed,1,23,39,27,8400,1980,8,10
5,2025-07-31,WN5,nopredator,warmed,0,3,34,26,20200,261,8,0
5,2025-07-31,WN6,nopredator,warmed,5,8,28,10,8810,955,8,8
5,2025-07-31,WN7,nopredator,warmed,14,9,101,22,14130,281,8,30
5,2025-07-31,WN8,nopredator,warmed,1,2,52,9,10010,550,8,0
5,2025-07-31,WN9,nopredator,warmed,NA,NA,NA,NA,NA,NA,8,NA
5,2025-07-31,WN10,nopredator,warmed,3,13,74,2,9890,361,8,140
5,2025-07-31,UP1,predator,unwarmed,0,0,0,0,2290,13,8,0
5,2025-07-31,UP2,predator,unwarmed,NA,NA,NA,NA,NA,NA,8,NA
5,2025-07-31,UP3,predator,unwarmed,0,2,0,0,6910,80,8,0
5,2025-07-31,UP4,predator,unwarmed,2,25,69,55,14960,470,8,3
5,2025-07-31,UP5,predator,unwarmed,0,2,1,3,10560,182,8,0
5,2025-07-31,UP6,predator,unwarmed,0,1,23,7,13520,260,8,0
5,2025-07-31,UP7,predator,unwarmed,NA,NA,NA,NA,NA,NA,8,NA
5,2025-07-31,UP8,predator,unwarmed,0,2,42,1,5430,520,8,3
5,2025-07-31,UP9,predator,unwarmed,0,0,5,0,4870,95,8,0
5,2025-07-31,UP10,predator,unwarmed,4,1,205,2,14560,232,8,30
5,2025-07-31,UN1,nopredator,unwarmed,1,5,470,10,28120,290,8,0
5,2025-07-31,UN2,nopredator,unwarmed,0,113,314,38,19680,1080,8,18
5,2025-07-31,UN3,nopredator,unwarmed,2,14,25,6,5968,165,8,0
5,2025-07-31,UN4,nopredator,unwarmed,0,6,35,26,20200,261,8,0
5,2025-07-31,UN5,nopredator,unwarmed,0,0,0,0,6110,135,8,0
5,2025-07-31,UN6,nopredator,unwarmed,9,3,42,1,27140,380,8,0
5,2025-07-31,UN7,nopredator,unwarmed,5,6,283,4,18280,415,8,0
5,2025-07-31,UN8,nopredator,unwarmed,0,0,8,0,980,13,8,0
5,2025-07-31,UN9,nopredator,unwarmed,0,5,619,6,12760,760,8,0
5,2025-07-31,UN10,nopredator,unwarmed,1,15,260,6,1630,380,8,0
6,2025-08-05,WP1,predator,warmed,2,194,290,210,10765,4040,10,300
6,2025-08-05,WP2,predator,warmed,21,182,1020,280,21200,960,10,410
6,2025-08-05,WP3,predator,warmed,7,81,1140,1460,29740,4520,10,1100
6,2025-08-05,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,10,NA
6,2025-08-05,WP5,predator,warmed,0,26,100,50,11760,640,10,210
6,2025-08-05,WP6,predator,warmed,2,43,160,21,22840,1950,10,420
6,2025-08-05,WP7,predator,warmed,9,438,330,90,15000,780,10,1100
6,2025-08-05,WP8,predator,warmed,0,5,60,9,15260,680,10,80
6,2025-08-05,WP9,predator,warmed,6,79,1450,37,14640,1600,10,95
6,2025-08-05,WP10,predator,warmed,2,46,410,15,17160,1280,10,10
6,2025-08-05,WN1,nopredator,warmed,2,308,1820,240,27400,9200,10,1400
6,2025-08-05,WN2,nopredator,warmed,17,389,92,8,22230,6290,10,900
6,2025-08-05,WN3,nopredator,warmed,NA,NA,NA,NA,NA,NA,10,NA
6,2025-08-05,WN4,nopredator,warmed,2,277,53,25,16120,3380,10,1200
6,2025-08-05,WN5,nopredator,warmed,4,92,540,220,17660,1740,10,700
6,2025-08-05,WN6,nopredator,warmed,9,275,63,110,26040,1450,10,1000
6,2025-08-05,WN7,nopredator,warmed,10,121,270,1210,16100,1230,10,540
6,2025-08-05,WN8,nopredator,warmed,9,41,212,32,10560,1720,10,30
6,2025-08-05,WN9,nopredator,warmed,NA,NA,NA,NA,NA,NA,10,NA
6,2025-08-05,WN10,nopredator,warmed,27,9,140,2,18690,1580,10,80
6,2025-08-05,UP1,predator,unwarmed,1,3,0,0,5660,170,10,0
6,2025-08-05,UP2,predator,unwarmed,NA,NA,NA,NA,NA,NA,10,NA
6,2025-08-05,UP3,predator,unwarmed,0,14,42,3,12640,2160,10,100
6,2025-08-05,UP4,predator,unwarmed,12,254,220,930,23500,3200,10,920
6,2025-08-05,UP5,predator,unwarmed,0,6,28,8,12070,960,10,90
6,2025-08-05,UP6,predator,unwarmed,0,27,370,25,22850,1150,10,110
6,2025-08-05,UP7,predator,unwarmed,NA,NA,NA,NA,NA,NA,10,NA
6,2025-08-05,UP8,predator,unwarmed,6,185,130,32,15060,1250,10,600
6,2025-08-05,UP9,predator,unwarmed,0,12,12,13,8640,540,10,0
6,2025-08-05,UP10,predator,unwarmed,2,83,1170,16,15890,1620,10,170
6,2025-08-05,UN1,nopredator,unwarmed,32,463,1240,370,25920,4600,10,700
6,2025-08-05,UN2,nopredator,unwarmed,13,1491,640,800,18160,5200,10,1440
6,2025-08-05,UN3,nopredator,unwarmed,0,114,104,54,23860,1160,10,0
6,2025-08-05,UN4,nopredator,unwarmed,0,17,530,990,26290,3580,10,870
6,2025-08-05,UN5,nopredator,unwarmed,1,13,49,9,14120,820,10,200
6,2025-08-05,UN6,nopredator,unwarmed,7,184,140,24,21880,4360,10,290
6,2025-08-05,UN7,nopredator,unwarmed,1,46,165,14,24610,2460,10,190
6,2025-08-05,UN8,nopredator,unwarmed,0,0,0,0,2860,34,10,0
6,2025-08-05,UN9,nopredator,unwarmed,9,450,390,270,13750,2580,10,250
6,2025-08-05,UN10,nopredator,unwarmed,3,187,920,190,18280,2160,10,160
7,2025-08-07,WP1,predator,warmed,10,403,NA,NA,20940,4800,12,20
7,2025-08-07,WP2,predator,warmed,22,485,NA,NA,22180,1860,12,1200
7,2025-08-07,WP3,predator,warmed,17,733,NA,NA,38260,2960,12,1600
7,2025-08-07,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,12,NA
7,2025-08-07,WP5,predator,warmed,5,160,NA,NA,29580,7450,12,250
7,2025-08-07,WP6,predator,warmed,2,156,NA,NA,25700,1700,12,700
7,2025-08-07,WP7,predator,warmed,18,1022,NA,NA,12780,1280,12,100
7,2025-08-07,WP8,predator,warmed,3,29,NA,NA,32120,5230,12,0
7,2025-08-07,WP9,predator,warmed,7,253,NA,NA,21850,1470,12,400
7,2025-08-07,WP10,predator,warmed,13,142,NA,NA,14880,3920,12,220
7,2025-08-07,WN1,nopredator,warmed,14,1005,NA,NA,29360,14720,12,2500
7,2025-08-07,WN2,nopredator,warmed,11,986,NA,NA,21160,14880,12,1000
7,2025-08-07,WN3,nopredator,warmed,NA,NA,NA,NA,NA,NA,12,NA
7,2025-08-07,WN4,nopredator,warmed,4,955,NA,NA,26080,7480,12,1100
7,2025-08-07,WN5,nopredator,warmed,21,319,NA,NA,20500,1850,12,1100
7,2025-08-07,WN6,nopredator,warmed,2,626,NA,NA,21360,5420,12,250
7,2025-08-07,WN7,nopredator,warmed,37,710,NA,NA,28560,2540,12,300
7,2025-08-07,WN8,nopredator,warmed,61,203,NA,NA,25280,6240,12,350
7,2025-08-07,WN9,nopredator,warmed,NA,NA,NA,NA,NA,NA,12,NA
7,2025-08-07,WN10,nopredator,warmed,27,74,NA,NA,19160,4800,12,800
7,2025-08-07,UP1,predator,unwarmed,0,13,NA,NA,5845,840,12,0
7,2025-08-07,UP2,predator,unwarmed,NA,NA,NA,NA,NA,NA,12,NA
7,2025-08-07,UP3,predator,unwarmed,0,175,NA,NA,13910,2820,12,400
7,2025-08-07,UP4,predator,unwarmed,13,1047,NA,NA,22630,3440,12,1000
7,2025-08-07,UP5,predator,unwarmed,3,66,NA,NA,28320,6320,12,160
7,2025-08-07,UP6,predator,unwarmed,16,226,NA,NA,26480,5600,12,300
7,2025-08-07,UP7,predator,unwarmed,NA,NA,NA,NA,NA,NA,12,NA
7,2025-08-07,UP8,predator,unwarmed,5,471,NA,NA,18780,3200,12,200
7,2025-08-07,UP9,predator,unwarmed,6,44,NA,NA,15450,1620,12,10
7,2025-08-07,UP10,predator,unwarmed,2,244,NA,NA,22240,4130,12,160
7,2025-08-07,UN1,nopredator,unwarmed,79,2648,NA,NA,25170,6790,12,1700
7,2025-08-07,UN2,nopredator,unwarmed,11,3579,NA,NA,25320,6590,12,1900
7,2025-08-07,UN3,nopredator,unwarmed,17,769,NA,NA,28360,680,12,300
7,2025-08-07,UN4,nopredator,unwarmed,77,720,NA,NA,28620,8260,12,900
7,2025-08-07,UN5,nopredator,unwarmed,5,30,NA,NA,18960,1050,12,90
7,2025-08-07,UN6,nopredator,unwarmed,13,648,NA,NA,26860,1380,12,300
7,2025-08-07,UN7,nopredator,unwarmed,7,580,NA,NA,27450,6560,12,90
7,2025-08-07,UN8,nopredator,unwarmed,0,1,NA,NA,10190,175,12,0
7,2025-08-07,UN9,nopredator,unwarmed,2,1229,NA,NA,16760,2640,12,80
7,2025-08-07,UN10,nopredator,unwarmed,3,318,NA,NA,21880,5060,12,200
8,2025-08-11,WP1,predator,warmed,44,267,NA,NA,19720,1160,14,450
8,2025-08-11,WP2,predator,warmed,38,922,NA,NA,33760,1860,14,1300
8,2025-08-11,WP3,predator,warmed,,,NA,NA,18200,4320,14,2640
8,2025-08-11,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,14,NA
8,2025-08-11,WP5,predator,warmed,,,NA,NA,26580,2680,14,600
8,2025-08-11,WP6,predator,warmed,,,NA,NA,23040,2160,14,900
8,2025-08-11,WP7,predator,warmed,19,1104,NA,NA,24230,1620,14,290
8,2025-08-11,WP8,predator,warmed,35,852,NA,NA,35640,4640,14,160
8,2025-08-11,WP9,predator,warmed,,,NA,NA,12830,590,14,1070
8,2025-08-11,WP10,predator,warmed,1,286,NA,NA,13200,240,14,60
8,2025-08-11,WN1,nopredator,warmed,13,809,NA,NA,36670,4150,14,1400
8,2025-08-11,WN2,nopredator,warmed,,,NA,NA,38480,1500,14,400
8,2025-08-11,WN3,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,NA
8,2025-08-11,WN4,nopredator,warmed,,,NA,NA,5950,40,14,20
8,2025-08-11,WN5,nopredator,warmed,16,770,NA,NA,30280,6640,14,1500
8,2025-08-11,WN6,nopredator,warmed,10,579,NA,NA,31560,1360,14,170
8,2025-08-11,WN7,nopredator,warmed,64,1587,NA,NA,27920,1880,14,450
8,2025-08-11,WN8,nopredator,warmed,11,274,NA,NA,28100,1440,14,250
8,2025-08-11,WN9,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,NA
8,2025-08-11,WN10,nopredator,warmed,0,198,NA,NA,11740,780,14,340
8,2025-08-11,UP1,predator,unwarmed,2,69,NA,NA,18460,2840,14,150
8,2025-08-11,UP2,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
8,2025-08-11,UP3,predator,unwarmed,1,375,NA,NA,22150,3730,14,500
8,2025-08-11,UP4,predator,unwarmed,,,NA,NA,20240,4560,14,1480
